_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,WARD,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,ID,NAME,UNIT,PHONE,EMAIL,RENTAL,OBJECTID,geometry
83,14210810,2128,Bloor St W,2128 Bloor St W,M6S 1M8,former Toronto,Toronto,Parkdale-High Park (4),,115001,10250099,2128,,,,458,,,-79.4724185791,43.6522372984,70,Popawheelie (Toronto's Family Bike Shop),,416-769-0606,info@popawheelie.ca,NO,82,"{u'type': u'Point', u'coordinates': (-79.4724153177, 43.6522287192)}"
84,10257814,2214,Bloor St W,2214 Bloor St W,M6S 1N4,former Toronto,Toronto,Parkdale-High Park (4),,115001,10257806,2214,,,,458,,,-79.4760611292,43.6514422716,71,Racer Sportif,,416-769-5731,info@racersportif.com,NO,83,"{u'type': u'Point', u'coordinates': (-79.4760578641, 43.651433694)}"
85,7853541,19,Kensington Ave,19 Kensington Ave,M5T 2J8,former Toronto,Toronto,University-Rosedale (11),,107010,7853494,19,,,,9813,,,-79.3998538669,43.653140024399995,72,Red Arrow Bikes,,416-464-4243,,NO,84,"{u'type': u'Point', u'coordinates': (-79.3998506325, 43.6531314391)}"
86,14258504,33,Lombard St,33 Lombard St,M5C 3H8,former Toronto,Toronto,Toronto Centre (13),,100002,14036956,33,,,,3866,,,-79.3757569607,43.6515292757,73,Regal Bicycles Inc.,1506,416-768-5416,info@regalbicycles.com,NO,85,"{u'type': u'Point', u'coordinates': (-79.3757537265, 43.6515206961)}"
87,30058593,778,Dundas St W,778 Dundas St W,M6J 1V1,former Toronto,Toronto,University-Rosedale (11),,112001,1145172,778,,,,558,,,-79.407728283,43.652172574,74,Ride Away Bikes,,647-352-7433,info@rideawaybikes.ca,NO,86,"{u'type': u'Point', u'coordinates': (-79.4077282854, 43.6521725746)}"
88,807922,80,Geary Ave,80 Geary Ave,M6H 2B5,former Toronto,Toronto,Davenport (9),,107010,1142078,80,,,,3490,,,-79.4330929284,43.670990226099995,75,Riders Cycle & Board,,647-349-5649,,NO,87,"{u'type': u'Point', u'coordinates': (-79.4330896807, 43.6709816435)}"
89,32638,95,Research Rd,95 Research Rd,M4G 2G8,East York,Toronto,Don Valley West (15),,113001,283,95,,,,303,,,-79.3518069013,43.7129996381,76,Sandy's Cycle Shop and Books,1,416-467-1035,sandyscycle@hotmail.com,NO,88,"{u'type': u'Point', u'coordinates': (-79.3518036697, 43.7129910473)}"
90,14207403,381,Roncesvalles Ave,381 Roncesvalles Ave,M6R 2M8,former Toronto,Toronto,Parkdale-High Park (4),,115001,8030731,381,,,,4310,,,-79.450352602,43.650285542,77,Set Me Free (Recycle Bike Co.),,416-532-4147,,YES,89,"{u'type': u'Point', u'coordinates': (-79.4503493486, 43.6502769623)}"
91,30021033,896,Don Mills Rd,896 Don Mills Rd,M3C 1V6,North York,Toronto,Don Valley East (16),,113001,4709500,896,,,,100,,,-79.34330465939999,43.726234806899996,78,Skiis and Biikes,,416-391-0654,toronto@skiisandbikes.com,NO,90,"{u'type': u'Point', u'coordinates': (-79.3433014336, 43.7262262089)}"
92,10923889,1889,Avenue Rd,1889 Avenue Rd,M5M 3Z9,North York,Toronto,Eglinton-Lawrence (8),,115001,10923887,1889,,,,2924,,,-79.4191761455,43.7326834343,79,Spokes And Sports,,416-787-6238,info@spokesandsports.com,NO,91,"{u'type': u'Point', u'coordinates': (-79.4191728934, 43.7326748376)}"
93,20037712,1541,Bayview Ave,1541 Bayview Ave,M4G 3B5,East York,Toronto,Don Valley West (15),,115001,9340638,1541,,,,24,,,-79.37463907189999,43.7050681492,80,Sport Swap,,416-481-7927,info@sportswap.com,NO,92,"{u'type': u'Point', u'coordinates': (-79.3746358384, 43.7050595562)}"
94,8608627,2454,Yonge St,2454 Yonge St,M4P 2H5,former Toronto,Toronto,Eglinton-Lawrence (8),,115001,8608622,2454,,,,4733,,,-79.3995732874,43.711031122899996,81,Sporting Life Bikes and Boards,,416-485-4440,david.reynolds@sportinglife.ca,NO,93,"{u'type': u'Point', u'coordinates': (-79.3995700498, 43.7110225276)}"
95,3327188,25,The West Mall,25 The West Mall,M9C 1B8,Etobicoke,Toronto,Etobicoke-Lakeshore (3),,107003,3327190,25,,,,2604,,,-79.5572102957,43.611955672,82,Sporting Life Sherway Gardens,,416 620-7750,,NO,94,"{u'type': u'Point', u'coordinates': (-79.557207009, 43.6119471076)}"
96,773250,1204,Bloor St W,1204 Bloor St W,M6H 1N2,former Toronto,Toronto,Davenport (9),,107010,1144031,1204,,,,458,,,-79.43839036600001,43.659443037200006,84,Sweet Pete's Bike Shop,,416 533-4481,info@sweetpetes.com,YES,96,"{u'type': u'Point', u'coordinates': (-79.4383871175, 43.6594344562)}"
97,10736618,517,Bloor St W,517 Bloor St W,M5S 1Y4,former Toronto,Toronto,University-Rosedale (11),,115001,10736609,517,,,,458,,,-79.4089283716,43.6653985438,85,Sweet Pete's Bike Shop,,416 533-4225,info@sweetpetes.com,NO,97,"{u'type': u'Point', u'coordinates': (-79.408925129, 43.6653899608)}"
98,8292619,651,Queen St E,651 Queen St E,M4M 1G4,former Toronto,Toronto,Toronto-Danforth (14),,115001,8292593,651,,,,4237,,,-79.3520402699,43.6582068785,86,Switchback Cyclery,,416-466-6776,propel@switchbackcyclery.ca,NO,98,"{u'type': u'Point', u'coordinates': (-79.3520370508, 43.6581982956)}"
